crop_type,soil_moisture,temperature,humidity,canal_level,wind_speed,crop_age_days,predicted_moisture_6h,water_need_code
Rice,19.19,30.07,52.67,82.25,7.81,82.0,5.45,2
Tomato,40.18,31.4,40.36,31.36,6.05,51.9,19.47,2
Cotton,35.86,39.82,52.0,40.65,1.87,48.1,24.0,2
Chilli,30.35,38.0,70.62,56.13,4.11,18.7,13.05,2
Maize,64.43,33.92,50.9,20.27,6.31,117.1,48.72,1
Maize,61.14,23.07,42.87,83.85,7.29,86.2,46.63,1
Groundnut,52.48,38.38,64.96,92.99,3.07,21.0,40.82,1
Chilli,78.75,37.85,76.43,37.74,3.87,50.3,64.37,0
Rice,22.22,37.73,80.66,93.16,2.48,18.8,9.86,2
Rice,25.48,29.58,60.97,82.08,3.01,69.6,17.9,2
Maize,41.84,23.41,74.11,75.5,1.82,87.0,37.76,1
Maize,60.91,35.09,80.83,97.22,0.24,16.2,52.28,0
Groundnut,55.89,27.77,72.01,39.22,3.33,111.4,43.89,1
Chilli,20.18,26.89,64.0,92.41,3.76,51.2,10.84,2
Cotton,82.09,27.82,38.3,18.86,6.24,35.8,70.66,0
Chilli,36.35,31.18,50.95,53.02,4.18,24.3,21.75,2
Maize,40.13,26.67,52.59,59.68,2.61,26.0,30.62,1
Chilli,58.65,33.8,56.73,21.05,3.71,103.5,41.57,1
Chilli,81.16,32.95,87.3,76.36,6.37,62.8,65.12,0
Cotton,61.39,30.18,46.49,52.77,3.85,97.8,46.76,1
Tomato,81.83,21.08,64.79,51.0,4.44,35.0,70.88,0
Chilli,28.13,38.73,89.52,62.33,1.38,45.0,15.4,2
Tomato,58.32,28.23,69.03,22.12,0.06,55.4,45.03,1
Cotton,73.02,28.99,46.49,28.0,7.44,60.0,61.99,0
Cotton,50.63,29.12,87.81,26.26,2.14,20.7,46.0,1
Chilli,40.35,27.3,53.5,95.67,2.78,15.0,28.95,2
Groundnut,83.93,33.49,37.63,79.59,0.92,119.5,71.17,0
Chilli,24.87,20.28,58.72,57.63,4.1,83.3,15.86,2
Rice,43.77,37.47,48.24,69.35,5.9,16.0,28.28,2
Chilli,76.14,22.05,80.04,68.5,5.49,95.0,63.68,0
Cotton,78.03,39.99,47.1,33.61,6.84,49.7,56.77,0
Rice,83.63,32.56,80.09,17.79,2.29,97.6,72.94,0
Rice,76.94,21.32,36.99,59.94,2.52,114.5,68.8,0
Tomato,18.57,31.25,86.1,33.67,7.72,12.9,7.11,2
Groundnut,80.08,26.63,37.32,88.61,3.65,116.1,66.72,0
Chilli,44.97,39.06,86.62,31.24,6.68,28.2,27.91,2
Groundnut,60.61,35.11,39.05,61.56,4.89,42.7,45.48,1
Groundnut,42.6,30.14,82.99,47.81,1.45,79.0,34.01,1
Chilli,71.96,28.6,80.72,76.86,7.66,88.8,59.17,0
Cotton,55.31,39.92,67.69,95.57,2.6,28.7,40.68,1
Tomato,74.19,33.35,36.98,47.04,5.13,25.1,52.57,0
Rice,28.56,30.28,69.16,13.99,2.04,41.5,18.59,2
Maize,27.95,27.96,68.98,69.53,4.61,45.8,18.98,2
Chilli,45.83,26.49,65.65,21.63,4.33,45.0,33.58,1
Tomato,15.33,34.11,69.73,19.41,2.09,28.8,5.0,2
Tomato,63.5,31.76,88.25,69.54,7.91,116.8,45.59,1
Rice,35.72,36.96,89.75,19.25,1.13,97.8,23.76,2
Cotton,54.01,31.07,63.63,21.59,3.54,117.8,43.72,1
Groundnut,19.9,31.65,40.05,49.52,0.25,21.4,7.26,2
Cotton,26.95,29.55,42.37,50.71,5.46,18.3,14.67,2
Maize,58.6,35.25,74.62,92.23,3.7,69.0,39.59,1
Chilli,36.4,28.3,89.01,34.85,4.48,77.6,27.9,2
Groundnut,30.03,37.04,58.98,46.08,5.59,79.9,12.81,2
Chilli,31.02,26.54,40.39,73.68,6.11,20.3,14.67,2
Tomato,30.04,33.85,54.42,84.43,7.73,102.8,13.31,2
Maize,58.6,37.86,56.18,41.42,6.91,63.9,37.8,1
Cotton,26.74,35.38,89.81,66.8,2.59,50.5,16.75,2
Maize,40.39,26.85,72.76,66.18,5.82,65.5,27.69,2
Groundnut,63.15,34.13,41.48,37.29,0.61,14.5,52.79,0
Groundnut,50.96,24.14,53.54,20.68,1.09,33.7,46.93,1
Rice,56.81,21.16,37.67,71.43,3.68,119.8,49.81,1
Cotton,32.56,35.83,70.92,34.13,3.68,70.8,23.61,2
Maize,80.29,36.16,72.0,38.65,4.05,18.6,65.3,0
Chilli,43.97,20.46,38.16,61.51,3.8,42.2,37.59,1
Tomato,35.09,38.96,53.45,24.47,5.13,30.3,14.7,2
Maize,78.3,28.92,84.66,31.73,7.63,111.7,62.3,0
Tomato,60.87,38.11,80.47,50.15,1.38,98.7,44.89,1
Rice,57.98,35.76,66.58,89.06,2.86,70.2,45.74,1
Cotton,77.07,38.01,61.65,79.5,0.59,114.7,63.5,0
Rice,19.1,36.67,89.61,38.58,1.6,51.0,9.27,2
Maize,73.64,39.48,74.72,37.19,7.9,105.1,54.94,0
Tomato,62.45,32.58,87.39,98.86,0.32,61.4,53.89,0
Rice,40.2,24.55,38.94,68.8,1.71,103.3,31.82,1
Maize,32.94,27.79,46.67,71.7,3.41,109.1,19.5,2
Groundnut,22.34,35.04,36.71,14.96,2.34,60.9,5.34,2
Groundnut,80.88,23.14,82.74,19.45,4.36,29.6,72.24,0
Maize,24.93,38.6,73.18,36.5,7.92,31.2,6.78,2
Chilli,33.16,24.11,44.77,85.78,5.63,41.8,19.48,2
Groundnut,63.38,37.52,88.58,91.96,3.25,34.5,51.13,0
Tomato,64.71,29.67,87.57,27.19,5.46,52.7,49.19,1
Groundnut,26.25,36.81,47.35,74.28,6.98,65.7,5.0,2
Rice,71.99,39.17,70.59,88.67,1.83,19.6,60.36,0
Tomato,50.72,28.44,71.75,89.1,5.74,110.1,33.61,1
Maize,74.39,33.93,35.22,51.29,4.91,10.3,57.33,0
Rice,21.11,24.53,72.88,33.29,5.87,25.2,11.6,2
Cotton,18.0,36.02,47.17,96.07,0.67,10.9,5.26,2
Groundnut,59.59,36.4,84.57,34.89,5.86,118.5,44.62,1
Maize,25.5,25.9,81.12,32.74,6.3,55.2,16.01,2
Groundnut,51.75,20.48,84.79,28.51,5.5,31.6,47.93,1
Cotton,15.99,28.62,76.67,57.93,1.58,23.1,7.75,2
Cotton,69.6,23.4,44.07,19.65,1.29,50.7,61.2,0
Cotton,77.97,36.37,54.83,61.36,5.91,117.3,65.09,0
Chilli,73.72,25.22,73.99,94.93,5.18,70.4,62.92,0
Rice,82.08,38.87,52.78,55.45,7.87,49.0,64.38,0
Groundnut,78.22,39.44,74.05,96.88,3.64,50.1,62.28,0
Chilli,46.08,38.18,53.49,91.51,1.83,22.9,30.17,1
Groundnut,42.88,31.99,44.78,81.31,6.16,66.9,22.07,2
Groundnut,77.73,25.35,63.5,64.73,5.99,56.7,69.76,0
Tomato,79.89,36.15,72.74,89.26,4.18,90.2,62.22,0
Maize,83.1,34.03,63.45,59.95,5.97,31.1,65.53,0
Tomato,68.78,39.54,70.3,28.65,2.48,25.1,50.31,0
Rice,29.14,27.55,59.09,93.27,1.73,74.0,19.77,2
Groundnut,81.15,21.18,77.81,55.2,1.01,91.6,76.84,0
Groundnut,81.3,39.97,70.75,91.7,2.32,64.7,66.64,0
Groundnut,61.63,36.77,66.6,45.38,5.24,96.9,43.03,1
Groundnut,75.01,24.43,58.95,40.22,2.07,102.5,68.26,0
Chilli,54.28,34.51,64.47,78.94,7.07,110.8,33.87,1
Chilli,81.09,20.01,37.81,67.1,2.0,51.6,71.63,0
Groundnut,21.58,31.16,71.67,49.58,5.48,109.5,7.93,2
Chilli,75.48,27.26,46.24,89.07,4.22,88.0,62.52,0
Chilli,18.89,27.63,82.31,56.49,1.69,78.7,10.43,2
Tomato,38.74,24.89,79.68,11.15,4.45,70.9,28.68,2
Cotton,24.47,25.5,64.04,72.39,7.64,12.2,14.94,2
Cotton,48.54,29.09,81.59,15.68,7.55,71.6,41.01,1
Cotton,31.26,24.96,71.89,53.3,2.33,95.7,26.98,2
Maize,81.65,29.33,42.77,27.29,4.29,118.7,67.24,0
Tomato,54.15,31.55,75.74,31.78,1.21,57.6,43.81,1
Rice,77.84,34.22,89.77,98.18,3.75,118.9,70.99,0
Chilli,34.46,33.54,37.25,20.21,2.57,28.8,18.89,2
Cotton,16.82,24.84,48.47,78.19,7.44,115.4,5.8,2
Cotton,69.3,20.78,67.88,67.37,5.06,74.9,62.82,0
Groundnut,64.17,36.65,57.84,27.55,1.48,82.9,50.66,0
Maize,53.18,37.45,70.07,94.18,7.94,73.1,28.59,2
Cotton,72.07,39.58,67.25,28.13,5.55,118.1,58.78,0
Cotton,73.81,39.19,78.34,56.4,1.08,14.9,61.12,0
Tomato,56.15,32.68,38.9,81.15,6.4,55.2,35.4,1
Groundnut,82.61,37.89,59.23,78.72,4.46,106.3,62.66,0
Rice,65.38,28.96,82.3,38.77,3.2,28.4,56.34,0
Chilli,62.38,35.75,54.95,85.53,1.57,72.7,45.62,1
Groundnut,40.3,39.11,62.71,96.59,2.22,67.6,26.83,2
Chilli,15.16,35.93,36.19,52.66,1.34,98.8,5.0,2
Groundnut,31.87,28.32,47.33,68.71,6.43,111.0,21.06,2
Rice,68.47,27.56,60.5,42.81,2.18,38.5,60.31,0
Chilli,64.69,25.83,56.94,41.87,3.76,86.2,52.41,0
Cotton,38.17,27.34,74.31,52.27,7.74,70.2,29.86,2
Chilli,58.79,36.41,68.65,27.74,7.96,82.9,36.97,1
Groundnut,28.67,34.03,83.42,72.05,6.33,32.0,14.06,2
Maize,33.45,25.0,82.01,24.9,6.39,40.0,24.0,2
Cotton,81.32,34.23,48.27,10.47,7.56,70.5,66.37,0
Maize,43.92,27.59,35.97,49.55,6.37,10.3,25.64,2
Groundnut,32.15,31.16,82.0,16.88,3.61,88.8,23.7,2
Rice,49.1,27.41,53.1,60.62,0.48,27.8,41.88,1
Tomato,42.09,30.43,54.09,56.83,1.67,112.4,29.78,2
Rice,66.07,34.6,43.71,22.35,3.56,104.7,47.5,1
Cotton,82.35,34.62,73.12,32.14,2.12,78.6,70.87,0
Tomato,56.42,35.06,50.41,12.2,2.63,108.0,37.23,1
Tomato,56.38,27.82,44.72,63.46,0.47,118.6,43.4,1
Groundnut,40.54,33.81,62.69,36.36,4.42,95.2,26.01,2
Maize,54.52,24.77,76.27,74.17,2.81,78.9,48.82,1
Rice,37.35,29.55,49.83,66.68,2.07,59.4,26.92,2
Rice,15.08,31.66,74.71,43.62,4.88,99.5,5.0,2
Tomato,75.63,33.73,60.41,11.96,2.21,87.5,64.92,0
Groundnut,45.06,38.24,57.21,38.81,3.81,62.0,28.27,2
Chilli,49.45,26.1,54.77,39.24,1.97,65.0,37.23,1
Groundnut,20.85,36.91,43.01,39.94,5.44,35.2,5.0,2
Tomato,73.6,26.22,53.29,95.81,6.83,96.7,58.7,0
Maize,26.92,31.04,83.36,24.81,0.65,106.6,19.08,2
Rice,43.74,36.56,40.62,34.31,6.56,11.8,24.57,2
Maize,73.82,34.46,87.71,84.92,6.81,22.3,61.77,0
Chilli,47.04,37.26,40.91,93.26,7.72,119.0,22.92,2
Cotton,80.18,36.3,54.91,52.15,6.62,29.6,62.55,0
Maize,29.65,25.53,68.35,58.6,4.42,91.0,20.88,2
Cotton,65.07,39.86,81.08,14.76,0.56,62.9,53.84,0
Chilli,83.46,38.74,42.9,82.72,0.6,67.3,62.86,0
Tomato,53.47,28.6,42.76,63.51,1.57,21.9,43.4,1
Groundnut,63.45,20.94,69.56,53.11,3.58,25.2,60.13,0
Maize,42.53,26.07,51.1,37.23,7.64,73.6,26.28,2
Rice,67.59,36.72,70.45,49.94,1.4,51.5,56.42,0
Groundnut,78.62,39.02,80.13,76.18,4.31,97.7,63.53,0
Groundnut,64.21,36.63,39.23,17.27,7.98,116.9,43.13,1
Rice,80.52,27.93,81.45,55.61,0.11,99.4,73.02,0
Groundnut,56.21,21.13,37.07,13.12,0.38,54.7,49.1,1
Groundnut,55.4,30.35,84.44,79.5,2.16,63.0,48.8,1
Cotton,36.32,27.53,88.66,28.99,1.8,27.2,32.36,1
Tomato,64.67,22.46,71.71,91.3,3.99,86.5,52.45,0
Chilli,76.74,22.12,89.13,52.85,3.36,59.2,67.29,0
Chilli,60.24,23.06,80.21,51.15,4.67,104.3,47.82,1
Chilli,31.31,24.12,37.44,42.43,1.18,81.7,17.73,2
Chilli,53.09,35.08,35.21,56.47,5.49,28.8,31.68,1
Chilli,67.92,27.63,36.14,40.42,1.72,55.2,54.04,0
Chilli,80.76,28.74,59.85,42.39,3.62,84.5,67.49,0
Cotton,25.96,31.97,69.29,27.61,0.27,104.4,17.23,2
Chilli,23.92,39.2,61.48,41.07,6.38,48.6,5.0,2
Rice,43.91,35.13,72.24,83.05,5.02,83.6,32.53,1
Rice,23.79,32.91,59.73,32.11,1.67,29.1,9.84,2
Groundnut,83.63,34.88,37.34,83.91,4.81,109.5,66.34,0
Groundnut,44.7,34.39,47.44,87.52,3.5,73.3,30.18,1
Chilli,52.35,33.8,89.59,69.97,6.61,94.5,34.37,1
Tomato,30.9,29.93,54.02,12.76,7.87,53.7,14.87,2
Cotton,46.44,31.34,52.86,60.49,1.0,113.5,36.93,1
Rice,83.93,29.23,43.4,84.98,3.92,89.2,71.09,0
Maize,49.21,27.9,89.29,42.92,2.06,26.9,38.07,1
Tomato,15.62,25.42,47.68,35.45,6.0,70.5,5.0,2
Rice,31.98,27.1,70.58,38.92,0.28,39.9,26.36,2
Cotton,83.49,28.57,37.31,48.08,4.36,101.7,72.33,0
Chilli,84.23,31.59,38.66,16.32,6.86,96.1,57.51,0
Tomato,29.73,30.0,74.42,31.39,3.11,64.4,17.2,2
Chilli,58.07,22.16,69.93,68.22,6.7,43.2,45.69,1
Rice,20.38,26.8,72.41,52.52,1.18,103.8,15.5,2
Maize,55.42,27.52,47.7,32.26,7.35,103.6,37.73,1
Chilli,23.81,34.14,89.17,93.78,6.33,65.6,11.92,2
Maize,72.31,26.66,65.71,36.6,3.13,88.9,64.25,0
Cotton,80.77,20.16,88.33,21.64,1.05,41.4,79.84,0
Tomato,27.11,21.69,44.03,27.94,4.16,48.4,19.14,2
Rice,47.39,29.94,57.28,36.69,5.36,113.8,32.3,1
Chilli,22.14,23.77,53.46,57.03,1.03,91.0,11.63,2
Groundnut,38.74,29.89,76.53,15.97,7.47,17.9,28.93,2
Maize,19.56,31.48,76.12,86.94,6.1,60.4,5.0,2
Rice,33.52,38.67,61.76,88.97,7.61,53.5,13.41,2
Groundnut,84.32,33.11,35.89,38.65,2.39,35.4,69.51,0
Maize,18.12,20.62,44.64,79.78,3.47,119.4,6.76,2
Tomato,75.13,27.61,37.76,63.97,1.92,24.9,66.59,0
Chilli,20.42,35.87,81.59,86.09,2.19,44.6,8.89,2
Tomato,52.03,25.21,50.94,34.93,1.16,103.4,40.37,1
Groundnut,46.65,38.5,41.49,64.92,1.0,24.6,29.33,2
Tomato,80.21,30.58,54.48,16.54,5.37,51.4,65.43,0
Chilli,28.93,21.85,39.25,10.85,1.26,79.8,22.0,2
Chilli,27.58,24.83,88.84,88.72,1.07,47.1,23.36,2
Tomato,67.41,38.13,52.33,36.51,4.28,55.0,46.01,1
Maize,65.8,39.83,86.32,50.09,5.63,70.5,46.4,1
Rice,63.94,37.26,72.55,30.86,6.22,114.8,47.17,1
Chilli,16.83,26.41,66.14,88.91,4.64,105.8,5.16,2
Cotton,33.2,35.38,61.15,44.61,1.61,22.3,22.0,2
Groundnut,73.79,24.44,72.81,26.12,4.59,72.6,67.52,0
Tomato,57.06,27.69,72.75,64.72,5.01,81.9,46.02,1
Tomato,57.15,33.94,35.58,28.49,2.06,45.8,40.72,1
Chilli,35.71,39.38,84.93,33.46,1.16,39.1,22.81,2
Cotton,33.21,28.78,55.24,70.55,7.41,75.8,18.51,2
Groundnut,81.26,29.92,54.43,96.33,0.77,55.6,70.23,0
Rice,65.94,24.4,57.36,77.93,2.22,109.6,55.47,0
Tomato,23.88,28.06,72.69,21.17,1.85,28.0,15.93,2
Tomato,80.64,21.26,55.68,38.13,7.14,14.5,68.35,0
Tomato,55.77,37.17,55.56,81.67,4.02,109.0,36.37,1
Maize,38.34,20.47,38.49,34.76,7.65,108.6,25.17,2
Groundnut,42.8,33.67,57.92,76.61,6.63,55.8,28.44,2
Rice,65.78,25.46,43.22,52.46,6.04,92.9,51.08,0
Cotton,41.34,29.52,82.06,89.6,1.41,103.0,35.06,1
Chilli,55.51,25.63,53.4,42.32,2.75,38.0,43.09,1
Chilli,64.73,28.0,87.85,94.11,6.56,82.0,50.98,0
Cotton,28.68,30.94,72.65,46.67,7.87,91.1,16.41,2
Rice,81.1,32.82,76.59,75.36,7.02,49.3,70.71,0
Cotton,39.93,38.81,87.13,27.57,7.59,114.1,23.75,2
Tomato,44.36,26.64,48.14,57.77,5.13,116.4,25.77,2
Chilli,63.9,31.7,66.2,37.91,3.86,63.5,48.05,1
Cotton,57.61,38.03,37.24,11.15,4.12,18.4,42.17,1
Chilli,45.81,25.8,40.54,49.35,3.67,111.1,35.44,1
Tomato,60.48,37.3,55.16,25.52,1.24,67.5,44.63,1
Maize,78.2,39.15,72.54,96.27,2.45,25.3,62.29,0
Maize,71.02,36.95,80.74,82.77,0.72,90.5,58.27,0
Rice,72.7,31.4,49.1,76.56,0.71,85.6,64.62,0
Cotton,33.09,34.44,76.2,50.8,2.49,25.4,23.43,2
Rice,44.36,29.62,47.34,33.32,5.33,40.2,31.31,1
Maize,53.77,31.95,35.33,39.19,4.91,105.1,35.48,1
Chilli,18.09,39.49,37.99,28.39,4.48,116.7,5.0,2
Rice,68.89,25.02,67.21,59.67,5.99,54.6,58.63,0
Groundnut,37.64,35.85,62.34,83.01,3.38,24.8,25.85,2
Maize,34.78,30.12,49.87,26.87,3.54,48.7,23.98,2
Rice,33.15,23.54,35.36,10.41,4.14,65.8,24.0,2
Chilli,34.84,32.87,66.24,21.3,0.53,43.0,22.74,2
Chilli,38.66,35.85,79.97,51.48,4.65,77.2,20.0,2
Chilli,57.34,31.38,38.77,11.67,6.0,10.9,39.62,1
Cotton,55.85,36.75,75.51,46.29,2.11,99.8,43.29,1
Maize,32.9,27.32,69.9,20.0,6.84,102.9,18.56,2
Cotton,29.45,38.28,61.36,19.7,2.13,96.2,15.99,2
Maize,72.85,32.97,37.66,74.13,4.11,43.4,57.8,0
Chilli,21.49,36.06,85.8,99.95,7.0,79.6,5.0,2
Rice,50.9,25.46,61.26,27.5,5.91,50.2,38.33,1
Chilli,51.44,28.92,56.98,30.66,4.61,52.8,35.89,1
Tomato,55.19,38.19,82.38,36.68,4.98,88.0,41.06,1
Cotton,77.0,21.02,81.51,80.66,0.87,102.8,74.91,0
Cotton,58.67,28.08,75.0,55.53,5.59,101.4,47.33,1
Groundnut,83.15,35.61,80.61,61.36,4.9,35.4,72.85,0
Groundnut,75.99,34.88,41.84,59.19,0.68,82.4,61.25,0
Rice,30.03,37.03,76.85,94.36,0.99,39.4,23.73,2
Rice,31.88,34.79,53.04,13.14,7.77,79.1,15.53,2
Groundnut,39.13,38.94,82.71,24.21,1.42,50.4,27.87,2
Maize,42.41,29.97,55.36,44.39,7.17,96.9,28.28,2
Rice,53.71,32.49,37.99,53.92,2.21,113.1,42.48,1
Tomato,31.28,36.95,57.79,20.25,3.17,41.9,13.35,2
Groundnut,30.56,34.03,76.62,90.39,4.44,105.6,19.89,2
Maize,41.7,22.04,62.55,71.01,5.01,91.4,31.35,1
Rice,62.04,27.34,77.0,93.9,3.98,72.3,52.8,0
Cotton,63.17,31.05,36.94,94.67,2.79,67.7,51.51,0
Tomato,83.33,35.09,44.74,56.13,3.99,45.1,67.1,0
Maize,29.17,30.87,66.0,86.77,5.61,32.4,15.66,2
Rice,42.5,35.55,56.19,76.31,3.17,19.2,32.81,1
Chilli,82.53,36.75,72.41,42.45,4.36,88.4,67.92,0
Maize,63.3,25.3,87.94,69.16,3.03,34.5,57.54,0
Groundnut,56.46,32.32,71.29,95.75,2.64,64.5,43.43,1
Maize,52.78,31.14,57.95,78.76,2.39,107.9,41.71,1
Tomato,20.29,24.55,64.83,73.85,1.79,83.8,7.46,2
Rice,77.54,29.8,85.21,29.97,6.09,28.6,69.48,0
Tomato,58.79,30.97,72.01,84.8,7.87,90.8,40.57,1
Maize,55.02,36.35,79.17,45.07,0.23,33.6,46.72,1
Rice,52.77,29.22,51.58,66.17,1.57,95.8,39.35,1
Maize,42.43,21.62,75.94,71.0,7.71,18.5,33.14,1
Groundnut,32.83,29.75,42.67,56.37,2.73,25.6,21.9,2
Cotton,67.87,36.76,76.24,24.9,3.11,112.8,57.13,0
Chilli,50.67,31.43,83.49,72.77,5.3,40.8,36.92,1
Groundnut,17.38,26.38,84.51,32.25,2.82,26.6,10.57,2
Cotton,42.94,38.42,41.41,33.88,3.94,33.6,30.18,1
Chilli,80.0,23.11,80.64,21.41,7.21,49.7,72.57,0
Groundnut,41.17,26.54,41.05,65.79,4.52,102.1,27.55,2
Rice,43.93,28.74,61.31,20.57,5.34,26.8,32.05,1
Cotton,58.68,34.76,72.54,41.07,1.74,11.7,46.97,1
Tomato,71.12,36.71,61.63,90.06,2.09,105.1,54.58,0
Cotton,61.79,21.17,53.7,50.78,7.13,43.0,55.4,0
Groundnut,74.5,35.84,72.61,90.51,7.34,18.5,59.74,0
Maize,22.98,34.41,71.35,54.34,6.46,13.1,6.66,2
Rice,79.72,37.89,67.06,26.1,0.98,109.0,69.89,0
Maize,78.27,38.01,64.06,78.3,6.55,67.5,55.73,0
Maize,51.34,35.55,73.82,41.81,0.15,77.2,41.37,1
Groundnut,58.73,23.8,57.17,96.98,4.77,77.8,49.5,1
Groundnut,29.9,26.28,38.78,33.59,5.4,67.4,17.91,2
Chilli,46.36,38.73,64.56,83.99,3.41,94.6,26.06,2
Groundnut,29.19,31.96,74.79,54.45,3.83,109.7,16.65,2
Maize,16.54,30.78,51.45,85.79,5.93,80.5,5.0,2
Maize,83.66,38.31,42.74,26.47,7.16,102.8,61.73,0
Groundnut,33.14,37.48,85.15,67.03,1.51,11.1,18.83,2
Cotton,56.52,34.55,82.51,20.19,1.11,62.8,51.4,0
Chilli,36.02,37.65,69.01,82.5,5.04,76.4,18.88,2
Maize,40.94,22.28,78.26,31.21,1.85,32.1,36.75,1
Cotton,42.84,35.15,88.28,48.48,1.55,27.6,35.01,1
Cotton,38.45,39.31,66.31,69.04,1.63,25.0,30.2,1
Maize,59.62,20.98,48.43,53.04,1.57,41.3,51.61,0
Rice,82.27,24.46,70.13,80.1,3.82,100.6,72.21,0
Rice,45.0,35.88,85.3,71.94,7.72,13.0,33.42,1
Rice,83.13,30.4,72.96,21.74,6.62,76.3,71.92,0
Maize,61.75,21.73,36.44,79.61,4.35,17.5,50.12,0
Chilli,57.5,25.36,85.44,48.11,0.65,75.3,53.89,0
Cotton,31.6,26.48,76.45,63.8,5.38,37.7,24.71,2
Tomato,19.4,26.42,57.1,29.49,3.61,27.3,6.83,2
Cotton,74.64,37.55,89.31,48.08,6.23,61.2,63.45,0
Chilli,55.18,33.24,74.69,83.54,3.95,35.4,42.45,1
Rice,44.01,34.7,80.4,93.36,5.35,51.6,31.49,1
Maize,71.84,20.27,86.87,94.48,1.6,79.6,69.53,0
Tomato,36.74,28.55,37.18,73.01,6.67,113.0,19.5,2
Groundnut,69.85,26.36,77.59,17.1,6.24,78.0,61.65,0
Groundnut,37.96,37.04,56.25,49.84,2.99,65.8,22.92,2
Cotton,79.46,39.08,82.8,27.38,7.71,71.3,64.57,0
Chilli,33.76,28.47,83.34,72.79,1.28,61.9,26.14,2
Maize,24.63,39.46,80.57,24.52,0.16,71.9,13.91,2
Tomato,63.87,20.29,77.86,97.98,6.11,72.7,57.43,0
Cotton,26.4,26.51,78.69,27.51,4.8,64.1,18.34,2
Rice,81.46,35.5,51.31,14.74,0.89,96.7,68.2,0
Tomato,60.89,27.2,57.36,85.92,1.28,53.0,54.23,0
Rice,31.16,38.42,41.33,28.2,1.05,21.9,18.2,2
Maize,29.62,24.37,80.68,12.16,1.33,80.7,24.14,2
Tomato,79.67,35.91,70.53,59.33,3.69,97.6,65.3,0
Tomato,57.55,24.03,68.7,97.23,0.41,95.8,49.37,1
Maize,77.56,23.94,48.53,34.07,4.16,37.7,68.34,0
Groundnut,22.72,28.91,68.83,46.79,4.84,81.2,15.13,2
Chilli,79.78,38.9,60.0,31.35,5.82,119.8,59.34,0
Cotton,51.4,31.71,89.74,60.22,7.57,21.5,44.97,1
Groundnut,61.79,32.7,82.47,39.05,0.66,67.5,52.64,0
Groundnut,41.1,20.19,63.93,63.22,0.28,43.6,36.65,1
Maize,19.14,21.13,79.47,53.02,1.11,97.0,17.16,2
Groundnut,82.06,21.34,44.05,93.6,2.7,45.7,70.77,0
Groundnut,84.62,36.39,40.58,70.3,4.2,90.7,67.3,0
Groundnut,40.52,24.74,69.69,71.43,0.03,27.6,37.72,1
Maize,81.07,26.58,74.97,53.78,5.54,17.4,72.95,0
Tomato,26.74,32.2,37.92,37.28,7.66,21.5,5.0,2
Chilli,25.83,31.68,46.05,38.26,2.0,38.6,8.96,2
Groundnut,20.12,28.21,64.55,55.36,0.07,103.4,11.26,2
Groundnut,42.39,20.09,38.45,27.27,6.03,26.5,33.98,1
Chilli,18.66,28.99,58.32,21.92,6.16,13.7,5.83,2
Rice,42.63,34.78,61.51,43.51,0.35,103.9,30.74,1
Maize,24.69,24.7,85.7,21.74,4.94,51.2,18.75,2
Cotton,66.14,34.17,52.36,30.77,1.94,74.8,55.56,0
Chilli,73.34,20.3,44.28,58.15,5.06,19.2,63.65,0
Maize,63.15,38.16,35.41,81.11,5.81,109.8,42.61,1
Maize,29.03,39.0,41.69,30.23,1.78,65.5,10.0,2
Rice,68.68,20.05,76.3,81.25,2.09,19.9,67.11,0
Tomato,32.47,29.16,59.47,11.4,4.89,79.7,16.46,2
Cotton,68.16,28.28,45.93,99.73,4.66,50.2,58.64,0
Tomato,54.72,36.84,86.32,56.52,7.09,48.9,38.63,1
Groundnut,40.67,30.81,78.31,52.83,4.08,54.9,29.65,2
Rice,20.84,32.23,41.29,68.55,6.4,65.9,6.55,2
Chilli,72.93,24.05,49.79,52.77,5.86,78.1,63.02,0
Maize,80.78,21.54,81.72,46.72,5.33,26.1,72.91,0
Cotton,61.61,33.85,73.08,43.39,1.53,93.0,53.81,0
Groundnut,82.52,32.41,87.0,98.0,2.21,13.0,76.3,0
Chilli,80.39,36.65,39.19,87.53,4.53,86.9,59.02,0
Chilli,28.62,36.89,77.65,55.22,0.53,30.2,17.69,2
Cotton,66.18,32.62,39.2,85.28,0.36,59.2,54.99,0
Chilli,39.45,30.77,53.52,23.42,0.4,71.8,29.66,2
Tomato,49.13,38.28,76.29,57.65,7.37,81.2,23.73,2
Maize,25.99,36.03,74.11,50.52,5.51,97.0,12.78,2
Tomato,83.23,37.65,35.12,39.24,6.69,66.8,57.78,0
Maize,65.83,39.92,46.11,92.66,7.71,106.8,43.23,1
Chilli,33.68,28.07,77.82,84.92,5.61,115.1,19.09,2
Tomato,41.0,34.34,41.94,91.64,4.12,117.4,24.39,2
Tomato,44.57,33.76,52.95,67.17,3.83,45.2,27.88,2
Cotton,67.33,23.48,45.11,43.86,5.97,13.5,57.64,0
Maize,79.8,32.73,41.13,78.11,6.94,88.7,63.62,0
Tomato,37.5,28.56,81.01,19.77,6.64,37.7,26.97,2
Cotton,48.08,29.01,38.37,86.78,3.94,94.4,35.67,1
Cotton,56.52,23.6,64.48,12.59,6.19,10.6,47.36,1
Cotton,42.53,34.89,73.1,83.64,3.81,95.5,28.79,2
Cotton,50.29,33.96,38.17,73.35,3.08,17.7,40.63,1
